epoch,loss,accuracy,emb,L1,L2,L3,L4,scenario
185,4.772128786934255e-05,1.0,17.94068717991266,15.530421540534457,16.15500234329221,20.85744795216773,17.785725850345397,prajjwal1_bert_small_0_01
186,0.0007217949343623,0.9998179501183324,17.94038200413141,15.532437528523074,16.16498158161657,20.85522612747589,17.78822131932118,prajjwal1_bert_small_0_01
187,0.0006910833040058,0.9998179501183324,17.93993568246794,15.536865914950882,16.177625625918694,20.85733516129904,17.788594054064635,prajjwal1_bert_small_0_01
188,4.4213684463800645e-05,1.0,17.939897536884214,15.536845007382,16.176993570930208,20.857823568941704,17.78810309634581,prajjwal1_bert_small_0_01
189,0.0001523418589642,1.0,17.93994712864313,15.535085283991592,16.177290370072384,20.85626807248421,17.786733013759346,prajjwal1_bert_small_0_01
190,0.0004393782358673,0.9998179501183324,17.939931869854068,15.534159343836848,16.175332860219203,20.860095528464228,17.78432504461911,prajjwal1_bert_small_0_01
191,0.0001785974006834,1.0,17.940090180137826,15.534841346150428,16.183015396615403,20.86278876584669,17.785714505562122,prajjwal1_bert_small_0_01
192,0.0002122286618651,1.0,17.940597534179688,15.532803626957216,16.18577184560801,20.863748919523285,17.787267353329398,prajjwal1_bert_small_0_01
193,5.499937387729823e-05,1.0,17.940622329364682,15.532816587066511,16.18414201637489,20.86625941394783,17.787077350432423,prajjwal1_bert_small_0_01
194,0.0003192132939573,0.9998179501183324,17.940465927471255,15.533467682901463,16.17879978459801,20.859403748080837,17.785489479396897,prajjwal1_bert_small_0_01
195,3.629304601992511e-05,1.0,17.940526959849645,15.533233160619286,16.177374919819826,20.86302589654011,17.78543754173458,prajjwal1_bert_small_0_01
196,9.325043921348849e-05,1.0,17.940561294208432,15.533488097400063,16.180631142072333,20.862983868895995,17.785806236079583,prajjwal1_bert_small_0_01
197,3.233068840312836e-05,1.0,17.94055938720703,15.53348733348836,16.180443257294172,20.863098869552903,17.78578409097374,prajjwal1_bert_small_0_01
198,3.413380678304707e-05,1.0,17.940561294208432,15.533479399918075,16.180464857939313,20.863206447765908,17.785791785647998,prajjwal1_bert_small_0_01
199,4.287411323229397e-05,1.0,17.94055748159456,15.533465332831272,16.180157116803667,20.86292449351154,17.785699785678045,prajjwal1_bert_small_0_01
200,2.883204832765709e-05,1.0,17.94055748159456,15.533465361998813,16.180152779174115,20.86293845503964,17.785700621814126,prajjwal1_bert_small_0_01
